EAN;Sales;Size;SoldPrice;BoughtPrice;ItemGroupName
48414787;2;32B;66;53,46;Bra
73695022;8;25-30;8;6;Socks
30359050;6;25-30;14;11,2;Socks
84600208;5;32W/32L;108;93,96;Pants
46976745;2;36C;35;30,1;Bra
14764123;3;3XL;50;42,5;Top
77417214;1;30W/32L;80;56;Pants
84604333;4;2XL;68;57,12;Top
72358060;4;30W/32L;109;94,83;Pants
79949517;0;32B;32;24,64;Bra
68977565;0;S;40;28;Top
14762865;4;3XL;63;54,81;Top
41138920;7;32B;47;38,07;Bra
54933773;1;28W/30L;73;55,48;Pants
68977565;2;S;40;28;Top
30398793;6;36DD;34;25,16;Bra
62180424;3;2XS;31;21,7;Top
60391442;8;32W/32L;99;86,13;Pants
53699722;0;X242S;59;45,43;Top
58075606;2;32C;39;28,08;Bra
47099526;1;2XS;41;33,21;Top
73180517;0;S;38;28,12;Top
88745694;3;36DD;56;48,72;Bra
61525798;5;30W/32L;81;58,32;Pants
58075606;0;32C;39;28,08;Bra
31192834;5;3XL;38;32,68;Top
84143988;1;25-30;9;7,56;Socks
46460699;9;34W/34L;49;42,14;Pants
49738211;4;S;24;17,76;Top
39511542;6;36W/34L;107;93,09;Pants
55414087;6;30-36;8;7,04;Socks
40078403;1;XXS;78;59,28;Top
53699722;9;X242S;59;45,43;Top
74313088;1;XL;30;21;Top
54484900;4;One Size;7;6,23;Socks
94555435;2;36D;53;45,58;Bra
11166778;3;M;40;30,8;Top
39511542;2;36W/34L;107;93,09;Pants
45439551;1;25-30;5;4,15;Socks
53533721;6;36D;66;46,2;Bra
21785277;5;32A;36;25,56;Bra
73180517;3;S;38;28,12;Top
68977565;8;S;40;28;Top
25239101;3;32W/32L;65;45,5;Pants
69482933;1;2XS;57;48,45;Top
86791396;4;X242S;69;54,51;Top
94449894;2;30W/32L;100;79;Pants
61525798;6;30W/32L;81;58,32;Pants
74313088;9;XL;30;21;Top
84031015;1;36DD;64;47,36;Bra
76863621;2;One Size;6;4,68;Socks
76268236;8;One Size;5;3,8;Socks
41138920;6;32B;47;38,07;Bra
44499116;6;32W/32L;52;37,44;Pants
53533721;6;36D;66;46,2;Bra
82938436;0;28W/30L;113;96,05;Pants
49738211;9;S;24;17,76;Top
12377568;6;XXS;50;42,5;Top
27708443;7;One Size;13;10,14;Socks
11051532;4;X242S;56;39,2;Top
28221547;9;34W/34L;68;48,96;Pants
48914291;7;32W/32L;80;64,8;Pants
11676792;0;30-36;9;6,48;Socks
21785277;6;32A;36;25,56;Bra
33070185;3;XL;74;58,46;Top
54470290;0;X242S;52;38,48;Top
92154358;7;34W/34L;106;92,22;Pants
37894232;2;32W/32L;40;31,2;Pants
35992557;5;36W/34L;112;85,12;Pants
46703848;8;28W/30L;104;79,04;Pants
61525798;5;30W/32L;81;58,32;Pants
84604333;9;2XL;68;57,12;Top
33170046;0;S;55;42,35;Top
60866191;1;32BB;36;29,52;Bra
41138920;1;32B;47;38,07;Bra
45439551;1;25-30;5;4,15;Socks
12935554;5;M;76;61,56;Top
74566085;3;28W/30L;68;50,32;Pants
60866191;6;32BB;36;29,52;Bra
58131802;4;36D;38;27,74;Bra
68977565;8;S;40;28;Top
79408685;8;28W/30L;59;41,3;Pants
14952238;9;One Size;5;3,75;Socks
75560589;1;30W/32L;51;41,82;Pants
76037179;7;M;68;55,08;Top
97330723;5;36C;32;28,16;Bra
30540100;5;32B;59;43,07;Bra
45145098;1;36C;67;55,61;Bra
37344788;0;3XL;74;65,86;Top
27708443;3;One Size;13;10,14;Socks
98588822;9;30W/32L;75;66,75;Pants
77847173;2;3XL;26;21,32;Top
52180121;1;One Size;12;8,88;Socks
30540100;2;32B;59;43,07;Bra
22379658;7;One Size;14;11,9;Socks
93980601;0;XL;36;25,2;Top
48914291;6;32W/32L;80;64,8;Pants
22872546;9;32A;36;31,68;Bra
39964973;9;XXS;24;17,76;Top
52840514;8;32BB;48;40,8;Bra
73695022;1;25-30;8;6;Socks
92176171;8;M;67;59,63;Top
77417214;3;30W/32L;80;56;Pants
36178624;5;28W/30L;108;96,12;Pants
48437973;3;36DD;58;44,66;Bra
45145098;2;36C;67;55,61;Bra
53683452;7;3XL;59;46,61;Top
42214269;1;30-36;7;5,11;Socks
93980601;6;XL;36;25,2;Top
83011317;4;30W/32L;73;57,67;Pants
33070185;4;XL;74;58,46;Top
48514713;9;36DD;58;41,18;Bra
67409841;5;32W/32L;104;86,32;Pants
94845186;5;36W/34L;113;83,62;Pants
73223648;5;30-36;6;4,98;Socks
47095460;7;2XL;26;18,2;Top
31192834;4;3XL;38;32,68;Top
62180424;8;2XS;31;21,7;Top
42840707;3;32W/32L;91;77,35;Pants
72358060;3;30W/32L;109;94,83;Pants
23070304;8;30-36;9;6,39;Socks
62681678;2;2XS;79;68,73;Top
30540100;0;32B;59;43,07;Bra
65078750;9;30W/32L;53;43,46;Pants
93980601;9;XL;36;25,2;Top
43290697;4;S;67;47,57;Top
80329518;3;34W/34L;98;79,38;Pants
30359050;3;25-30;14;11,2;Socks
99538917;1;One Size;6;4,86;Socks
43290697;2;S;67;47,57;Top
77847173;0;3XL;26;21,32;Top
22379658;6;One Size;14;11,9;Socks
61525798;7;30W/32L;81;58,32;Pants
41513826;2;32B;32;26,88;Bra
62086631;3;32BB;54;42,66;Bra
64106892;1;2XS;69;53,82;Top
62086631;4;32BB;54;42,66;Bra
80132719;1;30-36;11;7,7;Socks
77175050;5;36D;30;22,2;Bra
11676792;6;30-36;9;6,48;Socks
14942177;9;34W/34L;75;53,25;Pants
29689273;2;25-30;14;12,04;Socks
73398529;9;2XS;34;24,48;Top
77417214;8;30W/32L;80;56;Pants
74599895;1;XXS;39;33,54;Top
92355026;4;25-30;14;9,94;Socks
62086631;8;32BB;54;42,66;Bra
92017888;5;One Size;10;7,6;Socks
46069959;4;36DD;32;27,2;Bra
46069959;7;36DD;32;27,2;Bra
44201276;3;36D;38;31,92;Bra
33235068;8;36W/34L;115;97,75;Pants
79408685;6;28W/30L;59;41,3;Pants
76863621;4;One Size;6;4,68;Socks
42840707;6;32W/32L;91;77,35;Pants
48514713;0;36DD;58;41,18;Bra
79408685;7;28W/30L;59;41,3;Pants
82091993;4;30W/32L;66;51,48;Pants
42614786;1;3XS;46;39,56;Top
45806395;0;36DD;37;32,56;Bra
82798623;3;34W/34L;99;84,15;Pants
46460699;4;34W/34L;49;42,14;Pants
42214269;6;30-36;7;5,11;Socks
65078750;4;30W/32L;53;43,46;Pants
95925227;8;XL;68;54,4;Top
12935554;2;M;76;61,56;Top
27708443;7;One Size;13;10,14;Socks
79408685;2;28W/30L;59;41,3;Pants
26415011;9;32C;37;27,75;Bra
48414787;5;32B;66;53,46;Bra
79949517;5;32B;32;24,64;Bra
74566085;9;28W/30L;68;50,32;Pants
88566138;0;One Size;11;7,92;Socks
74313088;5;XL;30;21;Top
70753885;3;36DD;61;50,02;Bra
76406634;3;36D;68;50,32;Bra
89039994;8;30-36;10;7,7;Socks
79408685;0;28W/30L;59;41,3;Pants
69482933;0;2XS;57;48,45;Top
61525798;4;30W/32L;81;58,32;Pants
45439551;9;25-30;5;4,15;Socks
26415011;2;32C;37;27,75;Bra
46460699;1;34W/34L;49;42,14;Pants
33483439;9;28W/30L;71;53,96;Pants
45806395;2;36DD;37;32,56;Bra
21999501;1;36DD;60;42;Bra
58131802;7;36D;38;27,74;Bra
37908379;2;32W/32L;56;45,36;Pants
86532013;5;One Size;11;8,47;Socks
72604356;6;25-30;6;4,32;Socks
73695022;3;25-30;8;6;Socks
45145098;4;36C;67;55,61;Bra
34211310;3;X242S;33;23,43;Top
41138920;1;32B;47;38,07;Bra
33235068;9;36W/34L;115;97,75;Pants
48914291;7;32W/32L;80;64,8;Pants
30359050;3;25-30;14;11,2;Socks
60106565;9;One Size;9;7,47;Socks
40278562;2;One Size;14;11,2;Socks
74481829;2;36D;35;28,35;Bra
17202106;1;30-36;9;6,48;Socks
93265523;2;32W/32L;65;57,85;Pants
95652558;7;36C;65;57,2;Bra
86791396;7;X242S;69;54,51;Top
50343411;4;25-30;7;5,25;Socks
70753885;5;36DD;61;50,02;Bra
36178624;0;28W/30L;108;96,12;Pants
30398793;6;36DD;34;25,16;Bra
74313088;5;XL;30;21;Top
84143988;2;25-30;9;7,56;Socks
16945429;5;3XL;30;22,2;Top
58075606;1;32C;39;28,08;Bra
33981122;0;One Size;14;9,94;Socks
95652558;7;36C;65;57,2;Bra
16957637;8;30W/32L;113;91,53;Pants
52548839;9;36C;37;27,75;Bra
81236120;7;One Size;13;9,75;Socks
66141061;8;2XL;43;30,1;Top
56326945;2;32B;48;42,24;Bra
60866191;7;32BB;36;29,52;Bra
90782199;9;32W/32L;57;44,46;Pants
11051532;8;X242S;56;39,2;Top
75560589;2;30W/32L;51;41,82;Pants
93719171;2;36W/34L;69;51,75;Pants
43889246;8;30-36;5;4,1;Socks
62606390;0;30-36;11;8,91;Socks
16945429;7;3XL;30;22,2;Top
47095460;7;2XL;26;18,2;Top
82938436;8;28W/30L;113;96,05;Pants
41138920;7;32B;47;38,07;Bra
36690229;5;XXS;53;37,63;Top
50643309;0;2XL;74;52,54;Top
97330723;2;36C;32;28,16;Bra
62681678;1;2XS;79;68,73;Top
12377568;0;XXS;50;42,5;Top
43081565;1;X242S;41;34,44;Top
11445225;5;36DD;59;50,15;Bra
42614786;9;3XS;46;39,56;Top
33981122;0;One Size;14;9,94;Socks
93719171;9;36W/34L;69;51,75;Pants
37358727;7;One Size;14;12,04;Socks
85939103;7;30-36;10;8,1;Socks
12991599;4;30-36;13;9,62;Socks
62363367;0;One Size;11;7,81;Socks
73223648;1;30-36;6;4,98;Socks
92355026;8;25-30;14;9,94;Socks
48437973;7;36DD;58;44,66;Bra
17372102;5;30W/32L;66;57,42;Pants
76610344;9;28W/30L;44;36,52;Pants
43290697;2;S;67;47,57;Top
29689273;6;25-30;14;12,04;Socks
21785277;8;32A;36;25,56;Bra
94845186;4;36W/34L;113;83,62;Pants
71851674;2;One Size;14;11,06;Socks
22379658;9;One Size;14;11,9;Socks
33170046;9;S;55;42,35;Top
79779732;3;36W/34L;114;91,2;Pants
80546982;5;XL;75;61,5;Top
42840707;7;32W/32L;91;77,35;Pants
49328405;0;32BB;41;28,7;Bra
21785277;2;32A;36;25,56;Bra
92355026;2;25-30;14;9,94;Socks
42473824;9;One Size;13;11,44;Socks
50643309;0;2XL;74;52,54;Top
85939103;0;30-36;10;8,1;Socks
46069959;8;36DD;32;27,2;Bra
45806395;2;36DD;37;32,56;Bra
17760173;9;3XL;45;39,15;Top
11676792;0;30-36;9;6,48;Socks
41513826;0;32B;32;26,88;Bra
39058448;9;32BB;59;50,74;Bra
74481829;6;36D;35;28,35;Bra
61525798;6;30W/32L;81;58,32;Pants
94349729;2;36W/34L;99;77,22;Pants
72604356;4;25-30;6;4,32;Socks
53699722;6;X242S;59;45,43;Top
64106892;5;2XS;69;53,82;Top
80546982;5;XL;75;61,5;Top
29423508;4;25-30;11;9,35;Socks
30815405;2;3XS;59;43,66;Top
62100070;3;28W/30L;61;45,75;Pants
39058448;9;32BB;59;50,74;Bra
38521515;0;32W/32L;70;53,2;Pants
82938436;6;28W/30L;113;96,05;Pants
58075606;5;32C;39;28,08;Bra
52453043;9;30-36;13;11,05;Socks
37908379;2;32W/32L;56;45,36;Pants
42614786;1;3XS;46;39,56;Top
72358060;3;30W/32L;109;94,83;Pants
93719171;4;36W/34L;69;51,75;Pants
17202106;9;30-36;9;6,48;Socks
12991599;5;30-36;13;9,62;Socks
33170046;7;S;55;42,35;Top
24878415;2;34W/34L;75;58,5;Pants
40078403;1;XXS;78;59,28;Top
27964160;9;36W/34L;67;49,58;Pants
30398793;9;36DD;34;25,16;Bra
