EAN;Sales;Size;SoldPrice;BoughtPrice;ItemGroupName
64715185;5;32C;31;23,25;Bra
80848611;4;34W/34L;108;75,6;Pants
22537589;5;L;43;33,11;Top
86877334;1;32A;67;47,57;Bra
83542926;1;One Size;11;9,35;Socks
34676123;3;36DD;53;38,69;Bra
12663222;1;32A;44;31,24;Bra
24144114;3;30-36;7;4,9;Socks
81776879;3;36W/34L;76;62,32;Pants
29312850;2;25-30;10;8,6;Socks
28673434;7;XL;52;44,72;Top
34942106;6;One Size;12;8,4;Socks
67785212;8;30-36;10;7,3;Socks
12663222;5;32A;44;31,24;Bra
82945602;4;30W/32L;65;50,05;Pants
30948315;6;3XL;66;52,8;Top
13721035;1;M;29;23,2;Top
91767274;5;30W/32L;46;35,88;Pants
72960305;4;30-36;6;5,1;Socks
12153824;4;25-30;6;5,04;Socks
78645291;8;25-30;7;6,23;Socks
83542926;6;One Size;11;9,35;Socks
62244011;1;32W/32L;109;95,92;Pants
21277357;3;25-30;9;7,2;Socks
29312850;8;25-30;10;8,6;Socks
42279958;2;X242S;66;50,82;Top
39636382;9;2XL;64;53,12;Top
26626034;0;32BB;59;41,3;Bra
85696766;9;One Size;14;10,78;Socks
97584311;1;36D;55;43,45;Bra
22322658;7;XL;42;30,24;Top
47935744;6;One Size;5;4,05;Socks
91767274;9;30W/32L;46;35,88;Pants
24144114;9;30-36;7;4,9;Socks
70334086;5;25-30;11;9,02;Socks
64715185;9;32C;31;23,25;Bra
37533089;1;32W/32L;56;48,72;Pants
88725642;6;25-30;8;6,4;Socks
45497420;6;32B;30;22,8;Bra
75592916;4;L;74;53,28;Top
24144114;1;30-36;7;4,9;Socks
38949408;2;28W/30L;65;55,9;Pants
67913743;5;25-30;7;5,46;Socks
37533089;2;32W/32L;56;48,72;Pants
13786223;1;32A;69;61,41;Bra
73990844;3;XL;30;25,5;Top
39043552;8;25-30;13;11,57;Socks
60532016;2;25-30;12;10,2;Socks
31604717;0;30W/32L;110;82,5;Pants
20580459;8;One Size;5;3,8;Socks
40487639;2;3XS;45;31,5;Top
71533673;1;L;50;43,5;Top
78863209;2;XL;57;44,46;Top
52091023;9;30-36;6;4,86;Socks
23181573;3;XXS;70;58,8;Top
81150503;6;One Size;7;5,46;Socks
51306272;4;XL;53;37,1;Top
23181573;0;XXS;70;58,8;Top
98077344;9;32C;38;26,6;Bra
36424756;8;32BB;61;45,75;Bra
46949359;7;28W/30L;109;97,01;Pants
73542148;8;32C;55;40,7;Bra
86524661;9;34W/34L;81;58,32;Pants
96402420;9;36C;35;30,45;Bra
31604717;1;30W/32L;110;82,5;Pants
21562777;0;L;47;39,01;Top
80276130;2;25-30;7;5,88;Socks
54685749;7;S;27;20,52;Top
67785212;5;30-36;10;7,3;Socks
46744803;8;L;73;58,4;Top
49461268;6;25-30;10;7,5;Socks
31258423;2;25-30;8;6,8;Socks
42279958;9;X242S;66;50,82;Top
91767274;3;30W/32L;46;35,88;Pants
12069170;9;32B;30;26,7;Bra
69702672;1;25-30;8;5,76;Socks
27488467;1;36W/34L;44;32,12;Pants
16928132;1;28W/30L;118;102,66;Pants
88313115;7;L;32;26,24;Top
74293195;2;32A;43;34,4;Bra
29251150;4;30W/32L;56;48,72;Pants
93217748;3;25-30;11;8,03;Socks
40642664;5;30-36;14;12,18;Socks
78462985;5;32A;51;44,37;Bra
46744803;1;L;73;58,4;Top
83230777;4;X242S;32;23,68;Top
87748663;9;One Size;10;7,2;Socks
75157219;0;36DD;44;36,08;Bra
32233049;1;28W/30L;107;94,16;Pants
81423380;1;32W/32L;53;44,52;Pants
39432883;5;32BB;46;39,56;Bra
30661550;4;32A;64;53,12;Bra
41910364;7;25-30;6;4,98;Socks
37440646;4;36D;44;30,8;Bra
62933597;8;30-36;9;6,75;Socks
15012921;9;M;43;32,68;Top
95071811;5;30W/32L;102;80,58;Pants
88547337;4;32A;37;27,01;Bra
71574686;6;30-36;14;10,78;Socks
74001466;8;32A;58;48,72;Bra
43749478;4;One Size;7;5,18;Socks
82945602;0;30W/32L;65;50,05;Pants
67020416;4;34W/34L;51;36,21;Pants
12153824;2;25-30;6;5,04;Socks
47394035;2;M;36;30,24;Top
56838610;9;32BB;48;40,8;Bra
50762015;4;One Size;11;9,57;Socks
41910364;3;25-30;6;4,98;Socks
28640111;0;36DD;31;27,28;Bra
74866303;0;L;42;36,54;Top
62933597;3;30-36;9;6,75;Socks
20028381;9;XL;43;35,69;Top
71533673;0;L;50;43,5;Top
12663222;7;32A;44;31,24;Bra
74001466;8;32A;58;48,72;Bra
71323271;6;25-30;12;10,56;Socks
36792183;4;2XL;52;37,44;Top
59634869;8;32BB;61;48,19;Bra
82550627;2;3XS;60;49,2;Top
67020416;3;34W/34L;51;36,21;Pants
12980669;8;XL;30;26,4;Top
67913743;8;25-30;7;5,46;Socks
17946634;8;25-30;12;9,6;Socks
82945602;3;30W/32L;65;50,05;Pants
12153824;5;25-30;6;5,04;Socks
89542156;7;3XS;32;25,28;Top
27488467;6;36W/34L;44;32,12;Pants
21269595;3;36DD;49;34,79;Bra
97102674;4;36W/34L;95;67,45;Pants
89542156;0;3XS;32;25,28;Top
91640641;5;32B;30;21,6;Bra
65102804;9;X242S;72;59,76;Top
11397733;2;32W/32L;80;64,8;Pants
67913743;7;25-30;7;5,46;Socks
89654012;4;2XS;39;28,86;Top
27488467;9;36W/34L;44;32,12;Pants
74866303;4;L;42;36,54;Top
83230777;3;X242S;32;23,68;Top
64915803;7;32W/32L;90;64,8;Pants
95071811;8;30W/32L;102;80,58;Pants
51215839;8;28W/30L;84;69,72;Pants
11397733;8;32W/32L;80;64,8;Pants
37963165;0;L;75;64,5;Top
85696766;7;One Size;14;10,78;Socks
73990844;1;XL;30;25,5;Top
50762015;0;One Size;11;9,57;Socks
93271958;7;M;79;65,57;Top
62734188;1;One Size;8;5,6;Socks
17078879;6;32BB;40;30,8;Bra
52091023;8;30-36;6;4,86;Socks
98646419;6;32W/32L;94;78,96;Pants
97584311;7;36D;55;43,45;Bra
40487639;9;3XS;45;31,5;Top
30661550;3;32A;64;53,12;Bra
36792183;7;2XL;52;37,44;Top
67913743;2;25-30;7;5,46;Socks
47634677;5;36C;67;50,25;Bra
21562777;2;L;47;39,01;Top
97102674;8;36W/34L;95;67,45;Pants
83387129;5;25-30;5;3,65;Socks
83542926;8;One Size;11;9,35;Socks
61369024;3;25-30;12;8,4;Socks
77942251;7;32C;60;51,6;Bra
40487639;9;3XS;45;31,5;Top
62244011;5;32W/32L;109;95,92;Pants
80427556;5;36W/34L;59;50,15;Pants
76218121;2;30W/32L;92;77,28;Pants
78863209;2;XL;57;44,46;Top
92352394;6;34W/34L;115;101,2;Pants
47935744;6;One Size;5;4,05;Socks
85696766;9;One Size;14;10,78;Socks
28640111;1;36DD;31;27,28;Bra
56372134;4;One Size;14;11,76;Socks
78462985;1;32A;51;44,37;Bra
42279958;3;X242S;66;50,82;Top
16747010;4;36W/34L;83;73,04;Pants
24732771;8;34W/34L;70;49;Pants
51215839;7;28W/30L;84;69,72;Pants
31258423;2;25-30;8;6,8;Socks
62734188;2;One Size;8;5,6;Socks
61441530;8;30W/32L;57;46,17;Pants
36792183;7;2XL;52;37,44;Top
26626034;1;32BB;59;41,3;Bra
12980669;3;XL;30;26,4;Top
32233049;3;28W/30L;107;94,16;Pants
39396776;4;36C;69;53,13;Bra
75592479;6;3XS;63;49,14;Top
93271958;8;M;79;65,57;Top
92389896;8;32C;56;48,72;Bra
52091023;1;30-36;6;4,86;Socks
31604717;0;30W/32L;110;82,5;Pants
51676376;2;XL;79;63,2;Top
39396776;4;36C;69;53,13;Bra
39785001;3;S;27;19,98;Top
46402712;3;34W/34L;84;71,4;Pants
32276576;5;36DD;62;51,46;Bra
67525239;7;30W/32L;62;45,26;Pants
68508677;5;36D;44;31,24;Bra
39432883;0;32BB;46;39,56;Bra
24144114;8;30-36;7;4,9;Socks
34676123;8;36DD;53;38,69;Bra
67913743;2;25-30;7;5,46;Socks
50762015;3;One Size;11;9,57;Socks
60532016;1;25-30;12;10,2;Socks
15942311;1;32W/32L;43;30,53;Pants
78462985;9;32A;51;44,37;Bra
91640641;7;32B;30;21,6;Bra
13065190;8;36C;59;51,33;Bra
56372134;7;One Size;14;11,76;Socks
84878161;8;32W/32L;75;55,5;Pants
83542926;9;One Size;11;9,35;Socks
12153824;7;25-30;6;5,04;Socks
88120533;2;36C;41;35,26;Bra
47394035;5;M;36;30,24;Top
28673434;1;XL;52;44,72;Top
71864404;3;XL;45;37,35;Top
35626922;4;3XL;67;55,61;Top
36424756;8;32BB;61;45,75;Bra
71323271;9;25-30;12;10,56;Socks
75592479;6;3XS;63;49,14;Top
36027784;4;28W/30L;108;93,96;Pants
94458957;3;28W/30L;96;83,52;Pants
83387129;6;25-30;5;3,65;Socks
27350720;9;28W/30L;114;95,76;Pants
12980669;9;XL;30;26,4;Top
10510156;7;30W/32L;56;40,32;Pants
45759707;1;M;57;40,47;Top
59424849;0;30-36;12;9;Socks
36050933;0;3XS;62;55,18;Top
47394035;0;M;36;30,24;Top
89654012;0;2XS;39;28,86;Top
81298723;2;30-36;10;8;Socks
41910364;9;25-30;6;4,98;Socks
16264541;9;36D;36;27,72;Bra
21269595;6;36DD;49;34,79;Bra
42907883;8;30-36;11;9,46;Socks
81298723;4;30-36;10;8;Socks
75592916;1;L;74;53,28;Top
86524661;8;34W/34L;81;58,32;Pants
93713532;9;2XS;22;19,14;Top
86524661;5;34W/34L;81;58,32;Pants
13065190;1;36C;59;51,33;Bra
10510156;9;30W/32L;56;40,32;Pants
48623840;2;32A;41;31,16;Bra
67020416;7;34W/34L;51;36,21;Pants
37533089;1;32W/32L;56;48,72;Pants
21562777;1;L;47;39,01;Top
80848611;0;34W/34L;108;75,6;Pants
85696766;0;One Size;14;10,78;Socks
22537589;3;L;43;33,11;Top
28419371;3;S;26;18,46;Top
30661550;3;32A;64;53,12;Bra
32233049;1;28W/30L;107;94,16;Pants
83230777;4;X242S;32;23,68;Top
72960305;6;30-36;6;5,1;Socks
51306272;0;XL;53;37,1;Top
37687754;4;One Size;7;5,32;Socks
85899027;4;36D;38;26,6;Bra
84878161;8;32W/32L;75;55,5;Pants
65259673;0;30-36;7;4,97;Socks
97303969;0;36D;50;35,5;Bra
76218121;6;30W/32L;92;77,28;Pants
24144114;7;30-36;7;4,9;Socks
70334086;2;25-30;11;9,02;Socks
29251150;9;30W/32L;56;48,72;Pants
84878161;3;32W/32L;75;55,5;Pants
14772304;9;36C;50;38,5;Bra
52091023;2;30-36;6;4,86;Socks
46744803;2;L;73;58,4;Top
89654012;4;2XS;39;28,86;Top
39785001;2;S;27;19,98;Top
89984241;9;30-36;5;3,6;Socks
59424849;5;30-36;12;9;Socks
80427556;1;36W/34L;59;50,15;Pants
76521211;2;25-30;10;8,8;Socks
39639736;5;36DD;46;39,56;Bra
41910364;9;25-30;6;4,98;Socks
71045618;3;36W/34L;49;39,2;Pants
62244011;0;32W/32L;109;95,92;Pants
74866303;7;L;42;36,54;Top
56838610;7;32BB;48;40,8;Bra
47634677;7;36C;67;50,25;Bra
59424849;3;30-36;12;9;Socks
50398178;2;One Size;10;7,2;Socks
75592479;7;3XS;63;49,14;Top
90013098;0;3XS;50;39,5;Top
81150503;2;One Size;7;5,46;Socks
83230777;4;X242S;32;23,68;Top
85358233;0;One Size;7;5,6;Socks
12737152;9;32W/32L;59;49,56;Pants
16747010;3;36W/34L;83;73,04;Pants
39785001;0;S;27;19,98;Top
88547337;0;32A;37;27,01;Bra
46402712;5;34W/34L;84;71,4;Pants
76521211;4;25-30;10;8,8;Socks
39597304;0;XXS;66;47,52;Top
68744567;9;30-36;9;6,66;Socks
87344664;6;25-30;12;8,76;Socks
89654012;1;2XS;39;28,86;Top
70300639;4;S;36;32,04;Top
36792183;7;2XL;52;37,44;Top
51215839;4;28W/30L;84;69,72;Pants
60729314;9;32C;33;23,1;Bra
83359696;1;32W/32L;109;76,3;Pants
12737152;4;32W/32L;59;49,56;Pants
87344664;1;25-30;12;8,76;Socks
51676376;6;XL;79;63,2;Top
14149936;6;32W/32L;98;72,52;Pants
67525239;8;30W/32L;62;45,26;Pants
71864404;4;XL;45;37,35;Top
14149936;2;32W/32L;98;72,52;Pants
87344664;1;25-30;12;8,76;Socks
92389896;4;32C;56;48,72;Bra
39142757;8;XL;36;30,96;Top
13721035;5;M;29;23,2;Top
35060855;5;36C;67;59,63;Bra
82550627;0;3XS;60;49,2;Top
55941502;6;3XS;25;20,5;Top
52091023;8;30-36;6;4,86;Socks
98646419;7;32W/32L;94;78,96;Pants
43825232;6;32A;42;35,28;Bra
81298723;9;30-36;10;8;Socks
78645291;7;25-30;7;6,23;Socks
34942106;3;One Size;12;8,4;Socks
72960305;8;30-36;6;5,1;Socks
22296648;7;X242S;41;34,85;Top
85696766;1;One Size;14;10,78;Socks
39043552;5;25-30;13;11,57;Socks
41988075;0;2XL;63;54,81;Top
98859786;0;32C;55;39,05;Bra
36792183;3;2XL;52;37,44;Top
41910364;5;25-30;6;4,98;Socks
52236776;4;25-30;13;9,23;Socks
55904128;6;XXS;53;37,1;Top
71864404;4;XL;45;37,35;Top
98859786;5;32C;55;39,05;Bra
48167369;8;32BB;48;42,72;Bra
50377032;8;30-36;14;10,22;Socks
36424756;6;32BB;61;45,75;Bra
45497420;3;32B;30;22,8;Bra
78462985;7;32A;51;44,37;Bra
90013098;6;3XS;50;39,5;Top
96402420;3;36C;35;30,45;Bra
71106464;9;36D;52;37,96;Bra
41988075;5;2XL;63;54,81;Top
86524661;6;34W/34L;81;58,32;Pants
49461268;3;25-30;10;7,5;Socks
68689815;0;36DD;46;35,42;Bra
93130180;8;28W/30L;82;64,78;Pants
29251150;7;30W/32L;56;48,72;Pants
24144114;6;30-36;7;4,9;Socks
52091023;6;30-36;6;4,86;Socks
20028381;3;XL;43;35,69;Top
78462985;0;32A;51;44,37;Bra
62734188;4;One Size;8;5,6;Socks
75303460;6;36W/34L;67;51,59;Pants
49461268;4;25-30;10;7,5;Socks
73542148;3;32C;55;40,7;Bra
86588000;4;One Size;7;6,02;Socks
41910364;0;25-30;6;4,98;Socks
84878161;0;32W/32L;75;55,5;Pants
42279958;0;X242S;66;50,82;Top
67525239;4;30W/32L;62;45,26;Pants
78863209;6;XL;57;44,46;Top
68508677;0;36D;44;31,24;Bra
30661550;9;32A;64;53,12;Bra
46402712;8;34W/34L;84;71,4;Pants
12547035;4;One Size;11;9,24;Socks
67913743;0;25-30;7;5,46;Socks
88313115;9;L;32;26,24;Top
48167369;2;32BB;48;42,72;Bra
40310545;7;3XS;61;48,19;Top
20580459;7;One Size;5;3,8;Socks
83007387;5;M;25;18,5;Top
65102804;6;X242S;72;59,76;Top
67913743;8;25-30;7;5,46;Socks
13836303;6;32C;31;23,56;Bra
74866303;1;L;42;36,54;Top
36424756;6;32BB;61;45,75;Bra
73990844;1;XL;30;25,5;Top
51675931;1;32C;64;51,2;Bra
94458957;1;28W/30L;96;83,52;Pants
64915803;9;32W/32L;90;64,8;Pants
51215839;1;28W/30L;84;69,72;Pants
22322658;5;XL;42;30,24;Top
40642664;7;30-36;14;12,18;Socks
24843544;9;2XS;46;35,42;Top
34676123;6;36DD;53;38,69;Bra
21269595;9;36DD;49;34,79;Bra
54685749;0;S;27;20,52;Top
89984241;6;30-36;5;3,6;Socks
58189628;1;3XS;33;27,72;Top
24455418;0;X242S;23;16,79;Top
39142757;3;XL;36;30,96;Top
75592916;5;L;74;53,28;Top
56838610;2;32BB;48;40,8;Bra
22296648;8;X242S;41;34,85;Top
50377032;3;30-36;14;10,22;Socks
73542148;9;32C;55;40,7;Bra
31258423;5;25-30;8;6,8;Socks
93713532;9;2XS;22;19,14;Top
32276576;3;36DD;62;51,46;Bra
91767274;7;30W/32L;46;35,88;Pants
17946634;1;25-30;12;9,6;Socks
24843544;9;2XS;46;35,42;Top
13065190;1;36C;59;51,33;Bra
40792150;0;36C;37;32,56;Bra
65259673;5;30-36;7;4,97;Socks
27350720;7;28W/30L;114;95,76;Pants
53026968;5;30-36;9;7,02;Socks
41988075;8;2XL;63;54,81;Top
88725642;5;25-30;8;6,4;Socks
95071811;7;30W/32L;102;80,58;Pants
88120533;6;36C;41;35,26;Bra
48088795;7;36W/34L;76;56,24;Pants
91640641;3;32B;30;21,6;Bra
52091023;9;30-36;6;4,86;Socks
71864404;0;XL;45;37,35;Top
51306272;9;XL;53;37,1;Top
15942311;1;32W/32L;43;30,53;Pants
85899027;6;36D;38;26,6;Bra
60729314;7;32C;33;23,1;Bra
64915803;9;32W/32L;90;64,8;Pants
12153824;7;25-30;6;5,04;Socks
80427556;8;36W/34L;59;50,15;Pants
78645291;1;25-30;7;6,23;Socks
20466176;5;28W/30L;49;36,75;Pants
28526060;1;3XS;48;36,48;Top
88547337;6;32A;37;27,01;Bra
93217748;6;25-30;11;8,03;Socks
78645291;1;25-30;7;6,23;Socks
93130180;7;28W/30L;82;64,78;Pants
16264541;8;36D;36;27,72;Bra
87344664;0;25-30;12;8,76;Socks
26172349;7;One Size;8;6,32;Socks
78645291;8;25-30;7;6,23;Socks
98559854;0;34W/34L;43;30,1;Pants
12153824;0;25-30;6;5,04;Socks
17177948;0;One Size;7;5,46;Socks
42279958;4;X242S;66;50,82;Top
51215839;5;28W/30L;84;69,72;Pants
32968856;0;One Size;5;4,2;Socks
15012921;3;M;43;32,68;Top
77942251;6;32C;60;51,6;Bra
94458957;8;28W/30L;96;83,52;Pants
70300639;1;S;36;32,04;Top
41988075;5;2XL;63;54,81;Top
45759707;3;M;57;40,47;Top
70300639;8;S;36;32,04;Top
29251150;0;30W/32L;56;48,72;Pants
56838610;8;32BB;48;40,8;Bra
20580459;9;One Size;5;3,8;Socks
59866400;1;25-30;9;6,75;Socks
65102804;6;X242S;72;59,76;Top
95071811;4;30W/32L;102;80,58;Pants
50059842;6;L;40;34,4;Top
76218121;8;30W/32L;92;77,28;Pants
39396776;6;36C;69;53,13;Bra
89542156;1;3XS;32;25,28;Top
85953123;9;32W/32L;73;61,32;Pants
61010259;0;25-30;7;5,67;Socks
47935744;7;One Size;5;4,05;Socks
23181573;8;XXS;70;58,8;Top
59634869;1;32BB;61;48,19;Bra
82550627;1;3XS;60;49,2;Top
40792150;2;36C;37;32,56;Bra
91640641;7;32B;30;21,6;Bra
91767274;8;30W/32L;46;35,88;Pants
97584311;8;36D;55;43,45;Bra
58744201;0;32C;45;34,2;Bra
46949359;5;28W/30L;109;97,01;Pants
67913743;9;25-30;7;5,46;Socks
35679700;5;28W/30L;72;61,92;Pants
22537589;5;L;43;33,11;Top
51215839;4;28W/30L;84;69,72;Pants
59393895;2;36D;49;43,12;Bra
15942311;2;32W/32L;43;30,53;Pants
31258423;7;25-30;8;6,8;Socks
17130140;0;36W/34L;67;57,62;Pants
55904128;2;XXS;53;37,1;Top
12363151;9;3XS;29;22,62;Top
91640641;3;32B;30;21,6;Bra
97303969;1;36D;50;35,5;Bra
20580459;2;One Size;5;3,8;Socks
60729314;9;32C;33;23,1;Bra
60532016;5;25-30;12;10,2;Socks
86524661;9;34W/34L;81;58,32;Pants
83542926;4;One Size;11;9,35;Socks
67020416;2;34W/34L;51;36,21;Pants
90513139;8;One Size;7;4,97;Socks
76521211;2;25-30;10;8,8;Socks
61369024;7;25-30;12;8,4;Socks
70300639;2;S;36;32,04;Top
34942106;1;One Size;12;8,4;Socks
65259673;4;30-36;7;4,97;Socks
81776879;9;36W/34L;76;62,32;Pants
28526060;5;3XS;48;36,48;Top
50059842;7;L;40;34,4;Top
65102804;5;X242S;72;59,76;Top
16747010;1;36W/34L;83;73,04;Pants
16928132;0;28W/30L;118;102,66;Pants
54685749;0;S;27;20,52;Top
70300639;7;S;36;32,04;Top
98859786;8;32C;55;39,05;Bra
15101849;3;32BB;58;44,08;Bra
88313115;0;L;32;26,24;Top
73542148;3;32C;55;40,7;Bra
47634677;1;36C;67;50,25;Bra
37687754;6;One Size;7;5,32;Socks
28526060;0;3XS;48;36,48;Top
13836303;0;32C;31;23,56;Bra
46744803;5;L;73;58,4;Top
75592916;9;L;74;53,28;Top
85358233;7;One Size;7;5,6;Socks
94458957;2;28W/30L;96;83,52;Pants
76722897;5;34W/34L;83;59,76;Pants
40642664;3;30-36;14;12,18;Socks
15012921;5;M;43;32,68;Top
76218121;9;30W/32L;92;77,28;Pants
16928132;2;28W/30L;118;102,66;Pants
35060855;6;36C;67;59,63;Bra
38151521;9;30-36;9;6,84;Socks
94620210;3;XL;21;15,33;Top
13065190;0;36C;59;51,33;Bra
36424756;7;32BB;61;45,75;Bra
24455418;3;X242S;23;16,79;Top
60729314;3;32C;33;23,1;Bra
83007387;1;M;25;18,5;Top
34942106;2;One Size;12;8,4;Socks
24144114;8;30-36;7;4,9;Socks
85953123;2;32W/32L;73;61,32;Pants
72960305;2;30-36;6;5,1;Socks
39043552;6;25-30;13;11,57;Socks
24455418;9;X242S;23;16,79;Top
65102804;1;X242S;72;59,76;Top
68744567;8;30-36;9;6,66;Socks
94337852;6;36DD;48;35,52;Bra
92352394;1;34W/34L;115;101,2;Pants
93271958;3;M;79;65,57;Top
80427556;4;36W/34L;59;50,15;Pants
43749478;5;One Size;7;5,18;Socks
82550627;2;3XS;60;49,2;Top
58189628;2;3XS;33;27,72;Top
68744567;5;30-36;9;6,66;Socks
81298723;9;30-36;10;8;Socks
19397574;9;30W/32L;119;102,34;Pants
68415794;6;M;43;33,11;Top
27488467;5;36W/34L;44;32,12;Pants
93130180;9;28W/30L;82;64,78;Pants
91640641;8;32B;30;21,6;Bra
20238725;8;One Size;10;8,6;Socks
24144114;6;30-36;7;4,9;Socks
47135045;2;M;50;42;Top
80276130;3;25-30;7;5,88;Socks
85899027;3;36D;38;26,6;Bra
86588000;8;One Size;7;6,02;Socks
39396776;5;36C;69;53,13;Bra
40792150;7;36C;37;32,56;Bra
48623840;8;32A;41;31,16;Bra
38151521;9;30-36;9;6,84;Socks
49461268;6;25-30;10;7,5;Socks
71462253;1;34W/34L;41;30,34;Pants
24732771;7;34W/34L;70;49;Pants
69702672;5;25-30;8;5,76;Socks
35679700;7;28W/30L;72;61,92;Pants
40310545;2;3XS;61;48,19;Top
13836303;0;32C;31;23,56;Bra
96402420;1;36C;35;30,45;Bra
22322658;8;XL;42;30,24;Top
62718079;6;2XL;27;18,9;Top
40310545;6;3XS;61;48,19;Top
48088795;7;36W/34L;76;56,24;Pants
64715185;9;32C;31;23,25;Bra
92352394;2;34W/34L;115;101,2;Pants
71533673;6;L;50;43,5;Top
15942311;2;32W/32L;43;30,53;Pants
12153824;3;25-30;6;5,04;Socks
59393895;8;36D;49;43,12;Bra
71655109;2;30W/32L;104;88,4;Pants
71323271;1;25-30;12;10,56;Socks
65102804;8;X242S;72;59,76;Top
76218121;5;30W/32L;92;77,28;Pants
88547337;4;32A;37;27,01;Bra
74001466;1;32A;58;48,72;Bra
67020416;5;34W/34L;51;36,21;Pants
28526060;2;3XS;48;36,48;Top
35060855;9;36C;67;59,63;Bra
17946634;1;25-30;12;9,6;Socks
46744803;2;L;73;58,4;Top
51676376;8;XL;79;63,2;Top
62718079;8;2XL;27;18,9;Top
88120533;6;36C;41;35,26;Bra
89674512;9;M;70;51,1;Top
71574686;2;30-36;14;10,78;Socks
39396776;5;36C;69;53,13;Bra
37533089;0;32W/32L;56;48,72;Pants
85899027;6;36D;38;26,6;Bra
81423380;8;32W/32L;53;44,52;Pants
20466176;4;28W/30L;49;36,75;Pants
53026968;1;30-36;9;7,02;Socks
39636382;3;2XL;64;53,12;Top
94337852;2;36DD;48;35,52;Bra
71323271;5;25-30;12;10,56;Socks
92504514;6;3XS;25;21;Top
97481108;1;30-36;14;12,32;Socks
68415794;1;M;43;33,11;Top
75592916;9;L;74;53,28;Top
23181573;2;XXS;70;58,8;Top
35626922;9;3XL;67;55,61;Top
59634869;6;32BB;61;48,19;Bra
69702672;7;25-30;8;5,76;Socks
12153824;5;25-30;6;5,04;Socks
52091023;7;30-36;6;4,86;Socks
60532016;5;25-30;12;10,2;Socks
30948315;0;3XL;66;52,8;Top
87344664;1;25-30;12;8,76;Socks
19397574;5;30W/32L;119;102,34;Pants
89654012;4;2XS;39;28,86;Top
52236776;7;25-30;13;9,23;Socks
41988075;3;2XL;63;54,81;Top
20082328;4;25-30;13;10,01;Socks
97102674;2;36W/34L;95;67,45;Pants
28673434;7;XL;52;44,72;Top
61010259;2;25-30;7;5,67;Socks
28673434;7;XL;52;44,72;Top
21277357;7;25-30;9;7,2;Socks
97102674;6;36W/34L;95;67,45;Pants
68508677;6;36D;44;31,24;Bra
17130140;1;36W/34L;67;57,62;Pants
71574686;8;30-36;14;10,78;Socks
55941502;0;3XS;25;20,5;Top
58744201;0;32C;45;34,2;Bra
48167369;4;32BB;48;42,72;Bra
92389896;3;32C;56;48,72;Bra
83230777;1;X242S;32;23,68;Top
74344301;1;30W/32L;110;93,5;Pants
84878161;8;32W/32L;75;55,5;Pants
67063788;1;25-30;8;7,12;Socks
88120533;0;36C;41;35,26;Bra
39396776;7;36C;69;53,13;Bra
48167369;7;32BB;48;42,72;Bra
70300639;0;S;36;32,04;Top
17177948;2;One Size;7;5,46;Socks
16747010;5;36W/34L;83;73,04;Pants
31604717;4;30W/32L;110;82,5;Pants
80427556;8;36W/34L;59;50,15;Pants
73118782;4;L;23;17,48;Top
71655109;7;30W/32L;104;88,4;Pants
65259673;2;30-36;7;4,97;Socks
56838610;1;32BB;48;40,8;Bra
94620210;3;XL;21;15,33;Top
71323271;9;25-30;12;10,56;Socks
39785001;5;S;27;19,98;Top
13721035;8;M;29;23,2;Top
35626922;3;3XL;67;55,61;Top
24144114;7;30-36;7;4,9;Socks
13721035;4;M;29;23,2;Top
20238725;2;One Size;10;8,6;Socks
41168008;3;25-30;10;7,8;Socks
37687754;5;One Size;7;5,32;Socks
83387129;4;25-30;5;3,65;Socks
13065190;9;36C;59;51,33;Bra
83230777;5;X242S;32;23,68;Top
92504514;4;3XS;25;21;Top
37963165;9;L;75;64,5;Top
80276130;0;25-30;7;5,88;Socks
19397574;2;30W/32L;119;102,34;Pants
55941502;4;3XS;25;20,5;Top
88725642;5;25-30;8;6,4;Socks
68508677;7;36D;44;31,24;Bra
98559854;9;34W/34L;43;30,1;Pants
10510156;2;30W/32L;56;40,32;Pants
19397574;3;30W/32L;119;102,34;Pants
77942251;5;32C;60;51,6;Bra
74866303;3;L;42;36,54;Top
81298723;4;30-36;10;8;Socks
39396776;8;36C;69;53,13;Bra
51675931;9;32C;64;51,2;Bra
71970927;3;30-36;9;6,48;Socks
54685749;7;S;27;20,52;Top
93217748;1;25-30;11;8,03;Socks
28980942;1;25-30;11;9,79;Socks
26626034;6;32BB;59;41,3;Bra
62244011;8;32W/32L;109;95,92;Pants
93217748;0;25-30;11;8,03;Socks
88547337;4;32A;37;27,01;Bra
98559854;9;34W/34L;43;30,1;Pants
45497420;5;32B;30;22,8;Bra
78863209;2;XL;57;44,46;Top
21277357;3;25-30;9;7,2;Socks
76218121;4;30W/32L;92;77,28;Pants
58384059;6;2XL;42;33,6;Top
80848611;7;34W/34L;108;75,6;Pants
17946634;8;25-30;12;9,6;Socks
51675931;1;32C;64;51,2;Bra
10510156;0;30W/32L;56;40,32;Pants
30948315;2;3XL;66;52,8;Top
49461268;4;25-30;10;7,5;Socks
27350720;1;28W/30L;114;95,76;Pants
14772304;5;36C;50;38,5;Bra
22296648;7;X242S;41;34,85;Top
55904128;9;XXS;53;37,1;Top
82550627;7;3XS;60;49,2;Top
32276576;4;36DD;62;51,46;Bra
12153824;6;25-30;6;5,04;Socks
59634869;9;32BB;61;48,19;Bra
61369024;4;25-30;12;8,4;Socks
86877334;0;32A;67;47,57;Bra
